pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,balls,strikes,hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
FF,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,2,0,157,70.4,63,93,4-Seam Fastball
FC,2026-07-29,"Wesneski, Hayden",,swinging_strike,R,R,LAA,HOU,1,1,,,,88,Cutter
CU,2026-07-29,"Scott, Christian",single,hit_into_play,L,R,NYM,ATL,2,2,152,80.6,12,81.6,Curveball
ST,2026-07-29,"Rogers, Trevor",,blocked_ball,R,L,DET,BAL,0,0,,,,78.4,Sweeper
SL,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,1,0,,,,75.9,Slider
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,1,2,,,,96.3,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,1,0,,,,94,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",,foul,R,R,LAA,HOU,1,0,,,,92.6,Sinker
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,88.5,Cutter
CH,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,R,L,DET,BAL,0,0,304,84.1,29,87,Changeup
CH,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,2,1,71,82.8,4,86.5,Changeup
SI,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,0,,,,91.1,Sinker
SI,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,0,0,,,,92.9,Sinker
FF,2026-07-29,"Rogers, Trevor",strikeout,called_strike,L,L,DET,BAL,0,2,,,,94.6,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,1,1,,,,95.6,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,1,2,7,79.4,-7,80.9,Sweeper
FF,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,1,2,,,,92.2,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,1,2,,,,77.8,Slider
FF,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,L,R,LAA,HOU,0,0,58,101.2,2,94.4,4-Seam Fastball
SL,2026-07-29,"Hughes, Gabriel",single,hit_into_play,R,R,SD,COL,2,2,7,84.7,-21,86.9,Slider
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,1,,,,95.7,4-Seam Fastball
CU,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,1,2,1,61.2,-48,81.1,Curveball
SI,2026-07-29,"Rogers, Trevor",,foul,L,L,DET,BAL,0,2,3,86.5,-32,93.7,Sinker
FF,2026-07-29,"Wesneski, Hayden",single,hit_into_play,R,R,LAA,HOU,2,1,267,100.3,13,94.3,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",,swinging_strike,R,L,TB,TEX,0,0,,,,87.8,Changeup
ST,2026-07-29,"Rogers, Trevor",,foul,L,L,DET,BAL,0,2,,,,78,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,2,2,162,79.5,65,93,4-Seam Fastball
CU,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,1,2,,,,81.7,Curveball
CH,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,1,1,,,,80.9,Changeup
SL,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,1,0,,,,77.8,Slider
FF,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,1,1,,,,93.6,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,1,1,,,,81.6,Sweeper
SI,2026-07-29,"Gore, MacKenzie",strikeout,called_strike,L,L,TB,TEX,2,2,,,,96.3,Sinker
SI,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,2,2,144,57.4,52,92.2,Sinker
ST,2026-07-29,"Rogers, Trevor",,swinging_strike_blocked,L,L,DET,BAL,0,1,,,,79,Sweeper
FF,2026-07-29,"Rogers, Trevor",,called_strike,L,L,DET,BAL,0,0,,,,93,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,2,1,272,83.9,33,95.1,4-Seam Fastball
ST,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,2,2,204,69.7,46,85,Sweeper
SI,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,1,,,,94.2,Sinker
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,1,0,231,72.8,53,93.8,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,77.2,Slider
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,0,,,,93.5,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,ball,L,L,TB,TEX,1,1,,,,94.6,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",,swinging_strike,R,R,LAA,HOU,0,0,,,,92.1,Sinker
ST,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,1,2,,,,86.6,Sweeper
FF,2026-07-29,"Lopez, Jacob",field_out,hit_into_play,R,L,ATH,BOS,3,1,208,95.3,63,91.1,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",single,hit_into_play,R,L,DET,BAL,0,0,186,66.9,47,93.6,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",strikeout,swinging_strike,R,R,LAA,HOU,0,2,,,,80.9,Sweeper
FF,2026-07-29,"Rogers, Trevor",strikeout,foul_tip,R,L,DET,BAL,2,2,,,,93.7,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,2,1,,,,87.2,Cutter
FC,2026-07-29,"Scott, Christian",strikeout,foul_tip,L,R,NYM,ATL,3,2,,,,90.9,Cutter
FF,2026-07-29,"Hughes, Gabriel",,called_strike,R,R,SD,COL,1,1,,,,93.1,4-Seam Fastball
SI,2026-07-29,"Gore, MacKenzie",,ball,L,L,TB,TEX,0,1,,,,93.8,Sinker
FC,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,2,0,227,69.9,40,87.9,Cutter
FF,2026-07-29,"Gore, MacKenzie",,called_strike,L,L,TB,TEX,0,0,,,,94.6,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,1,2,,,,94.1,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,swinging_strike,R,R,LAA,HOU,0,1,,,,82.2,Sweeper
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,2,2,,,,95.9,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,1,0,201,71.9,50,91.6,4-Seam Fastball
FC,2026-07-29,"Wesneski, Hayden",,swinging_strike,R,R,LAA,HOU,0,0,,,,87.9,Cutter
SI,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,0,0,,,,91.1,Sinker
CU,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,0,0,285,78.9,34,79.7,Curveball
CH,2026-07-29,"Rogers, Trevor",,swinging_strike,R,L,DET,BAL,1,1,,,,85.9,Changeup
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,1,0,,,,86.6,Cutter
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,,,,96.8,4-Seam Fastball
ST,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,1,,,,78.8,Sweeper
CH,2026-07-29,"Gore, MacKenzie",strikeout,swinging_strike,R,L,TB,TEX,1,2,,,,86.3,Changeup
SL,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,77.3,Slider
ST,2026-07-29,"Hughes, Gabriel",single,hit_into_play,L,R,SD,COL,1,2,253,80.5,26,86.1,Sweeper
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,,,,95.7,4-Seam Fastball
FF,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,L,R,LAA,HOU,0,2,6,86.5,-31,93.8,4-Seam Fastball
CH,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,0,0,211,83.6,61,86.1,Changeup
CU,2026-07-29,"Wesneski, Hayden",,foul,L,R,LAA,HOU,0,1,216,72.7,38,71.9,Curveball
CH,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,2,,,,85,Changeup
FC,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,1,2,,,,90.3,Cutter
SL,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,0,2,,,,75.9,Slider
FF,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,1,123,75.1,73,93.6,4-Seam Fastball
SI,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,0,1,,,,93.3,Sinker
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,2,,,,94.7,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,0,1,247,74.6,35,95.3,4-Seam Fastball
ST,2026-07-29,"Rogers, Trevor",sac_fly,hit_into_play,L,L,DET,BAL,1,0,357,98.1,41,77.8,Sweeper
CH,2026-07-29,"Wesneski, Hayden",,foul,L,R,LAA,HOU,0,0,315,85.2,35,82.3,Changeup
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,1,,,,87.5,Cutter
ST,2026-07-29,"Hughes, Gabriel",,called_strike,L,R,SD,COL,0,0,,,,84.3,Sweeper
FF,2026-07-29,"Wesneski, Hayden",strikeout,swinging_strike,R,R,LAA,HOU,1,2,,,,95.1,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,swinging_strike,L,R,NYM,ATL,0,1,,,,95.3,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,0,,,,87,Cutter
ST,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,0,0,,,,77.5,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,0,,,,96.2,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,R,L,DET,BAL,3,1,357,89.8,34,94.4,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",single,hit_into_play,R,L,ATH,BOS,1,2,236,95.6,14,87.3,Cutter
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,0,0,334,98.3,27,94.3,4-Seam Fastball
FF,2026-07-29,"Wesneski, Hayden",,foul,R,R,LAA,HOU,1,1,235,80.3,52,96.9,4-Seam Fastball
SI,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,R,R,SD,COL,3,2,7,74.3,-14,95.1,Sinker
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,0,1,89,39,41,95.4,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,0,,,,95.1,4-Seam Fastball
CH,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,2,2,,,,88,Changeup
CH,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,2,1,,,,89,Changeup
FF,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,1,,,,96.3,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,2,,,,92,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",field_out,hit_into_play,L,R,NYM,ATL,1,0,170,84.6,65,82.2,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,2,1,271,91.1,48,93.5,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",strikeout,called_strike,R,L,TB,TEX,2,2,,,,94.9,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,0,2,149,89.9,10,77.9,Slider
ST,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,0,0,,,,80.9,Sweeper
FC,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,0,,,,88.6,Cutter
CH,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,1,1,,,,88.3,Changeup
ST,2026-07-29,"Wesneski, Hayden",strikeout,swinging_strike,R,R,LAA,HOU,2,2,,,,83.1,Sweeper
SI,2026-07-29,"Hughes, Gabriel",,called_strike,R,R,SD,COL,2,0,,,,94,Sinker
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,1,,,,89.9,Cutter
ST,2026-07-29,"Scott, Christian",field_out,hit_into_play,R,R,NYM,ATL,0,1,167,81.3,63,81.2,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,1,2,,,,93.4,4-Seam Fastball
ST,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,1,,,,79.4,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,1,0,,,,94.1,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,0,,,,89.1,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,2,,,,86.4,Changeup
CH,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,0,0,,,,87.6,Changeup
ST,2026-07-29,"Scott, Christian",,foul,R,R,NYM,ATL,0,0,388,111.8,26,80.7,Sweeper
SI,2026-07-29,"Wesneski, Hayden",,swinging_strike,R,R,LAA,HOU,2,1,,,,95.3,Sinker
FF,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,1,2,,,,90.2,4-Seam Fastball
FS,2026-07-29,"Scott, Christian",field_out,hit_into_play,L,R,NYM,ATL,2,2,2,71.6,-51,87.6,Split-Finger
ST,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,2,0,,,,81.2,Sweeper
SI,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,0,0,,,,93.8,Sinker
CH,2026-07-29,"Rogers, Trevor",single,hit_into_play,R,L,DET,BAL,0,0,64,98.5,2,86.1,Changeup
CH,2026-07-29,"Gore, MacKenzie",,swinging_strike,R,L,TB,TEX,0,1,,,,84.8,Changeup
FF,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,R,R,SD,COL,0,0,329,97.1,20,93.8,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,2,,,,91.2,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,1,0,,,,80,Sweeper
FF,2026-07-29,"Rogers, Trevor",double,hit_into_play,R,L,DET,BAL,0,2,134,98.8,8,94.2,4-Seam Fastball
CU,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,1,2,,,,81.6,Curveball
CU,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,0,,,,81.4,Curveball
CH,2026-07-29,"Hughes, Gabriel",strikeout,swinging_strike,R,R,SD,COL,0,2,,,,88.4,Changeup
FC,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,0,,,,89.7,Cutter
CH,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,0,2,150,59.2,50,88.4,Changeup
SI,2026-07-29,"Gore, MacKenzie",strikeout,swinging_strike,L,L,TB,TEX,2,2,,,,96.4,Sinker
SL,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,0,1,,,,75.6,Slider
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,1,2,227,80.1,52,96.9,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,0,,,,86.2,Cutter
FF,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,0,2,166,74.7,16,93,4-Seam Fastball
SL,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,2,2,1,55.2,-42,87.5,Slider
FC,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,2,,,,92.6,Cutter
FF,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,0,1,193,77.7,60,94,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",walk,ball,L,R,LAA,HOU,3,2,,,,80.6,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,called_strike,R,R,SD,COL,0,1,,,,92.6,4-Seam Fastball
FS,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,0,1,170,69.9,34,86.8,Split-Finger
SL,2026-07-29,"Gore, MacKenzie",,ball,L,L,TB,TEX,1,2,,,,86.8,Slider
CH,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,0,0,,,,86.6,Changeup
SL,2026-07-29,"Lopez, Jacob",field_out,hit_into_play,R,L,ATH,BOS,0,1,71,60.8,73,76.4,Slider
FF,2026-07-29,"Hughes, Gabriel",,called_strike,R,R,SD,COL,0,0,,,,91.6,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",single,hit_into_play,R,L,DET,BAL,1,1,88,103.2,4,93.6,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,0,,,,85.6,Cutter
FF,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,0,0,,,,95.7,4-Seam Fastball
SL,2026-07-29,"Gore, MacKenzie",,ball,L,L,TB,TEX,0,2,,,,86.6,Slider
FF,2026-07-29,"Wesneski, Hayden",,foul,L,R,LAA,HOU,3,2,180,81,67,94.4,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,0,1,178,67.4,38,95.7,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",walk,ball,R,L,ATH,BOS,3,2,,,,91.4,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,L,R,SD,COL,3,2,214,85.7,57,93.8,4-Seam Fastball
FC,2026-07-29,"Wesneski, Hayden",,foul,L,R,LAA,HOU,3,2,378,105.1,39,88.9,Cutter
CH,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,1,,,,86.9,Changeup
FF,2026-07-29,"Scott, Christian",field_out,hit_into_play,L,R,NYM,ATL,0,0,121,95.7,5,96.3,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,ball,L,R,LAA,HOU,2,2,,,,81.1,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,3,2,4,95.8,-25,94,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,3,1,122,75.5,10,89.3,Cutter
FF,2026-07-29,"Gore, MacKenzie",,called_strike,L,L,TB,TEX,0,0,,,,96.6,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,0,0,370,99,31,91.9,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",strikeout,called_strike,R,R,NYM,ATL,1,2,,,,96.8,4-Seam Fastball
CH,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,2,1,,,,82.3,Changeup
CH,2026-07-29,"Rogers, Trevor",strikeout,swinging_strike,R,L,DET,BAL,2,2,,,,86.5,Changeup
CH,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,2,2,,,,88.6,Changeup
ST,2026-07-29,"Wesneski, Hayden",,ball,L,R,LAA,HOU,1,2,,,,81.8,Sweeper
CU,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,2,2,4,89.1,-28,81.8,Curveball
FF,2026-07-29,"Scott, Christian",,called_strike,R,R,NYM,ATL,1,1,,,,95.5,4-Seam Fastball
CU,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,1,2,,,,77.9,Curveball
ST,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,1,2,,,,77.7,Sweeper
CH,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,1,2,,,,87.2,Changeup
FF,2026-07-29,"Wesneski, Hayden",,ball,L,R,LAA,HOU,0,2,,,,95.1,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,2,0,,,,87.4,Cutter
FF,2026-07-29,"Scott, Christian",,swinging_strike,R,R,NYM,ATL,1,0,,,,94.6,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,0,0,,,,94.4,4-Seam Fastball
SL,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,2,185,68.4,51,86.5,Slider
CH,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,2,,,,85.5,Changeup
FF,2026-07-29,"Wesneski, Hayden",,called_strike,L,R,LAA,HOU,0,1,,,,94.4,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,1,0,,,,88.3,Cutter
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,237,81.8,54,96.6,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",strikeout,swinging_strike,L,R,NYM,ATL,1,2,,,,97.2,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,77.9,Slider
FF,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,1,192,82.8,68,94,4-Seam Fastball
FF,2026-07-29,"Wesneski, Hayden",,called_strike,L,R,LAA,HOU,0,0,,,,92.6,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,187,78.2,62,96.3,4-Seam Fastball
CH,2026-07-29,"Rogers, Trevor",,swinging_strike,R,L,DET,BAL,0,1,,,,85.2,Changeup
FF,2026-07-29,"Lopez, Jacob",field_out,hit_into_play,L,L,ATH,BOS,3,2,168,89.5,66,91.5,4-Seam Fastball
CH,2026-07-29,"Rogers, Trevor",,swinging_strike,R,L,DET,BAL,0,0,,,,86,Changeup
FF,2026-07-29,"Hughes, Gabriel",,called_strike,L,R,SD,COL,1,0,,,,93,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",grounded_into_double_play,hit_into_play,R,R,LAA,HOU,0,0,36,101.8,-2,94,Sinker
FF,2026-07-29,"Scott, Christian",,swinging_strike,L,R,NYM,ATL,1,1,,,,95.7,4-Seam Fastball
CU,2026-07-29,"Gore, MacKenzie",,swinging_strike,R,L,TB,TEX,1,1,,,,83.6,Curveball
ST,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,1,0,,,,81.7,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,0,148,65.7,63,96.9,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,L,L,DET,BAL,2,2,9,65.7,-15,95.3,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",single,hit_into_play,L,R,LAA,HOU,0,1,159,84.5,12,80.6,Sweeper
FC,2026-07-29,"Lopez, Jacob",,ball,L,L,ATH,BOS,2,2,,,,86.5,Cutter
CU,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,0,0,,,,77.3,Curveball
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,0,,,,95.4,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,L,R,SD,COL,1,2,5,73.8,-29,93.5,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,called_strike,L,R,LAA,HOU,0,0,,,,80.4,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,0,,,,96.6,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",,ball,L,L,ATH,BOS,1,2,,,,91,4-Seam Fastball
SI,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,1,2,,,,95.1,Sinker
SI,2026-07-29,"Wesneski, Hayden",single,hit_into_play,R,R,LAA,HOU,3,2,2,102.8,-33,95.8,Sinker
FC,2026-07-29,"Scott, Christian",field_out,hit_into_play,R,R,NYM,ATL,2,1,16,99.1,-9,90.2,Cutter
ST,2026-07-29,"Rogers, Trevor",,foul,L,L,DET,BAL,1,2,179,75.2,65,78.5,Sweeper
CH,2026-07-29,"Gore, MacKenzie",home_run,hit_into_play,R,L,TB,TEX,1,1,420,107.8,32,86.8,Changeup
SL,2026-07-29,"Lopez, Jacob",,foul,L,L,ATH,BOS,1,1,150,63.8,60,76.6,Slider
CU,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,2,,,,78.7,Curveball
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,1,,,,96.7,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",,called_strike,L,L,ATH,BOS,1,0,,,,90.5,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,2,2,,,,84.3,Sweeper
FF,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,1,1,,,,96.1,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,0,2,,,,92.7,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,foul,L,L,DET,BAL,1,2,214,72.7,42,94.3,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,foul,R,R,LAA,HOU,2,1,5,88.3,-33,81.9,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,0,0,128,80.4,9,96,4-Seam Fastball
CH,2026-07-29,"Hughes, Gabriel",,swinging_strike,L,R,SD,COL,0,1,,,,85.6,Changeup
FF,2026-07-29,"Scott, Christian",,foul,R,R,NYM,ATL,1,0,225,82.9,17,96.7,4-Seam Fastball
ST,2026-07-29,"Rogers, Trevor",,swinging_strike,L,L,DET,BAL,1,1,,,,78.1,Sweeper
FF,2026-07-29,"Lopez, Jacob",,ball,L,L,ATH,BOS,0,0,,,,90.1,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",strikeout,foul_tip,R,L,TB,TEX,1,2,,,,87,Changeup
FF,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,0,0,,,,95.3,4-Seam Fastball
ST,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,0,1,,,,78.3,Sweeper
FC,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,3,2,,,,85.7,Cutter
ST,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,1,1,,,,81,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,called_strike,L,R,SD,COL,0,0,,,,93.4,4-Seam Fastball
CU,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,5,88.9,-23,81.7,Curveball
FC,2026-07-29,"Rogers, Trevor",,called_strike,L,L,DET,BAL,0,0,,,,83.2,Cutter
FF,2026-07-29,"Scott, Christian",field_out,hit_into_play,L,R,NYM,ATL,0,0,167,97.5,66,95.3,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,1,,,,95.6,Sinker
FF,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,3,2,227,74,55,92.1,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,L,R,SD,COL,0,0,393,103.5,33,92.6,4-Seam Fastball
