pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,bb_type,balls,strikes,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle
FF,2026-08-05,"Trout, Mike",field_out,hit_into_play,R,R,BAL,LAA,line_drive,0,1,0,9,353,101,20
ST,2026-08-02,"Moniak, Mickey",field_out,hit_into_play,L,L,COL,KC,fly_ball,0,0,1,6,352,99.1,46
FF,2026-08-08,"Henderson, Gunnar",field_out,hit_into_play,L,R,TEX,BAL,fly_ball,3,2,1,3,352,99.9,40
SI,2026-08-09,"Mullins, Cedric",field_out,hit_into_play,L,R,SEA,TB,fly_ball,2,2,0,7,352,96.7,37
ST,2026-08-06,"Alvarez, Francisco",double,hit_into_play,R,R,CLE,NYM,fly_ball,1,2,0,8,351,101.2,28
SL,2026-08-09,"Holliday, Jackson",field_out,hit_into_play,L,R,TEX,BAL,fly_ball,2,0,1,2,351,99.4,25
FF,2026-08-03,"Burleson, Alec",home_run,hit_into_play,L,R,NYY,STL,line_drive,1,2,1,1,350,103.6,22
FF,2026-08-04,"Machado, Manny",field_out,hit_into_play,R,L,AZ,SD,fly_ball,2,1,1,4,350,100.1,40
FF,2026-08-04,"Trammell, Taylor",field_out,hit_into_play,L,R,HOU,TOR,fly_ball,1,1,2,2,350,98.7,39
FF,2026-08-09,"Lee, Jung Hoo",field_out,hit_into_play,L,R,SF,DET,fly_ball,0,2,2,3,350,95.8,32
SI,2026-08-05,"Grissom, Vaughn",field_out,hit_into_play,R,R,BAL,LAA,fly_ball,0,0,2,9,350,97.6,38
SI,2026-08-06,"Carroll, Corbin",field_out,hit_into_play,L,R,AZ,SD,line_drive,2,0,1,1,349,110,16
CU,2026-08-06,"Siri, Jose",double,hit_into_play,R,R,BAL,LAA,fly_ball,1,1,1,8,349,97.7,27
FC,2026-08-05,"Mullins, Cedric",field_out,hit_into_play,L,R,COL,TB,fly_ball,1,1,2,3,349,99.8,42
FF,2026-08-05,"Perdomo, Geraldo",field_out,hit_into_play,L,R,AZ,SD,fly_ball,1,0,0,1,349,95.9,38
FF,2026-08-02,"Semien, Marcus",field_out,hit_into_play,R,R,NYM,MIA,fly_ball,0,1,0,9,349,95,39
SL,2026-08-04,"Larnach, Trevor",field_out,hit_into_play,L,R,KC,MIN,line_drive,0,2,1,9,349,97.3,22
ST,2026-08-06,"Olson, Matt",field_error,hit_into_play,L,L,ATL,MIA,line_drive,1,2,2,8,349,108.8,16
FF,2026-08-04,"Simpson, Chandler",field_out,hit_into_play,L,R,COL,TB,line_drive,1,0,2,2,349,96.6,19
CH,2026-08-06,"Jensen, Carter",field_out,hit_into_play,L,R,KC,MIN,line_drive,0,0,2,5,348,100.7,23
FF,2026-08-07,"Taveras, Leody",double,hit_into_play,L,R,TEX,BAL,line_drive,3,1,2,2,348,108.9,16
FF,2026-08-04,"Díaz, Yandy",field_out,hit_into_play,R,R,COL,TB,line_drive,0,0,0,1,348,95.5,20
CU,2026-08-08,"Sogard, Nick",double,hit_into_play,R,L,BOS,ATH,line_drive,0,2,1,4,347,98.4,20
CU,2026-08-09,"Marsh, Brandon",field_out,hit_into_play,L,R,PHI,TOR,fly_ball,2,2,0,12,347,95.4,41
SL,2026-08-02,"Springer, George",triple,hit_into_play,R,R,TOR,STL,fly_ball,0,0,1,7,346,95.6,31
SI,2026-08-07,"Jeffers, Ryan",double,hit_into_play,R,R,MIL,MIN,line_drive,3,1,2,6,346,108.6,17
FF,2026-08-07,"Giménez, Andrés",home_run,hit_into_play,L,R,PHI,TOR,fly_ball,0,0,1,2,346,104.5,42
FF,2026-08-05,"Realmuto, J.T.",field_out,hit_into_play,R,R,PHI,WSH,line_drive,2,2,2,4,346,102.3,17
ST,2026-08-04,"Jensen, Carter",field_out,hit_into_play,L,L,KC,MIN,line_drive,1,2,0,7,345,103.6,21
FF,2026-08-07,"Clemens, Kody",field_out,hit_into_play,L,L,MIL,MIN,fly_ball,1,2,2,1,345,98.5,34
CH,2026-08-08,"Susac, Daniel",field_out,hit_into_play,R,L,SF,DET,line_drive,1,1,0,6,345,97.4,22
FF,2026-08-07,"Rafaela, Ceddanne",field_out,hit_into_play,R,R,BOS,ATH,fly_ball,0,0,1,1,345,95.7,32
FF,2026-08-02,"Bauers, Jake",field_out,hit_into_play,L,R,LAA,MIL,fly_ball,2,2,1,4,344,95.8,35
FF,2026-08-08,"White, Eli",field_out,hit_into_play,R,L,BOS,ATH,line_drive,3,1,2,9,344,103.6,16
CH,2026-08-07,"Burleson, Alec",field_out,hit_into_play,L,R,STL,COL,fly_ball,0,1,0,3,344,98.7,39
CH,2026-08-07,"Torrens, Luis",field_out,hit_into_play,R,R,PIT,NYM,fly_ball,1,0,1,9,343,95,31
FF,2026-08-07,"Lewis, Royce",field_out,hit_into_play,R,L,MIL,MIN,fly_ball,1,1,1,3,343,97.8,41
FF,2026-08-06,"Waldschmidt, Ryan",field_out,hit_into_play,R,R,AZ,SD,line_drive,2,1,2,7,343,102.5,18
FF,2026-08-06,"Caglianone, Jac",field_out,hit_into_play,L,R,KC,MIN,fly_ball,1,1,1,1,342,103.7,43
CU,2026-08-05,"Baty, Brett",field_out,hit_into_play,L,R,CLE,NYM,fly_ball,0,2,2,4,342,97.3,37
SL,2026-08-08,"Henderson, Gunnar",field_out,hit_into_play,L,R,TEX,BAL,line_drive,2,1,0,6,342,98,21
FS,2026-08-04,"Pratt, Cooper",field_out,hit_into_play,R,R,MIL,PIT,line_drive,2,1,0,8,342,101.7,18
FF,2026-08-08,"Feduccia, Hunter",field_out,hit_into_play,L,R,AZ,LAD,line_drive,3,1,2,6,342,100.1,21
ST,2026-08-07,"Ballesteros, Moisés",single,hit_into_play,L,R,MIA,LAA,line_drive,1,0,1,2,341,106.9,21
FF,2026-08-09,"Alvarez, Yordan",field_out,hit_into_play,L,R,SD,HOU,line_drive,2,2,1,1,341,106,16
KC,2026-08-02,"McNeil, Jeff",field_out,hit_into_play,L,R,ATH,DET,line_drive,1,2,0,5,341,101.1,20
FF,2026-08-07,"Rogers, Jake",double,hit_into_play,R,R,BOS,ATH,line_drive,3,1,1,2,341,106.6,17
CU,2026-08-06,"Turner, Trea",double,hit_into_play,R,R,PHI,WSH,line_drive,0,2,2,2,341,104.6,16
FF,2026-08-06,"Fermin, Freddy",field_out,hit_into_play,R,L,AZ,SD,fly_ball,2,2,1,4,341,95.1,26
SL,2026-08-03,"Turang, Brice",field_out,hit_into_play,L,R,MIL,PIT,line_drive,2,1,2,3,341,102.9,18
FS,2026-08-07,"Nootbaar, Lars",field_out,hit_into_play,L,R,AZ,LAD,fly_ball,2,1,2,6,340,101.8,43
FF,2026-08-03,"Mesa Jr., Victor",field_out,hit_into_play,L,R,COL,TB,line_drive,1,1,0,3,340,110.4,17
FC,2026-08-05,"Larnach, Trevor",field_out,hit_into_play,L,L,KC,MIN,fly_ball,0,0,0,3,340,95.1,43
FC,2026-08-06,"Peraza, Oswald",field_out,hit_into_play,R,R,BAL,LAA,fly_ball,0,1,1,8,340,98,20
FF,2026-08-02,"Herrera, Iván",field_out,hit_into_play,R,R,TOR,STL,line_drive,0,1,1,6,339,101.5,18
FF,2026-08-04,"Duran, Ezequiel",double,hit_into_play,R,R,TEX,SF,fly_ball,2,2,2,9,339,95,28
SL,2026-08-09,"Kirk, Alejandro",field_out,hit_into_play,R,L,PHI,TOR,fly_ball,0,1,0,10,339,96,39
FF,2026-08-03,"Machado, Manny",field_out,hit_into_play,R,R,AZ,SD,fly_ball,0,1,2,8,339,95.3,38
SI,2026-08-06,"Bohm, Alec",double,hit_into_play,R,R,PHI,WSH,line_drive,3,1,1,1,339,102.9,20
SL,2026-08-02,"Giménez, Andrés",field_out,hit_into_play,L,L,TOR,STL,line_drive,1,2,1,3,338,96.2,21
ST,2026-08-08,"Pages, Andy",field_out,hit_into_play,R,L,AZ,LAD,fly_ball,2,2,2,10,338,95.4,26
FF,2026-08-04,"Devers, Rafael",field_out,hit_into_play,L,L,TEX,SF,line_drive,1,0,2,1,338,109.3,18
FF,2026-08-08,"Massey, Michael",field_out,hit_into_play,L,R,KC,CHC,fly_ball,1,0,2,7,338,96.8,29
ST,2026-08-07,"Straw, Myles",field_out,hit_into_play,R,R,PHI,TOR,fly_ball,2,2,1,9,338,97.5,41
CH,2026-08-04,"Encarnacion-Strand, Christian",field_out,hit_into_play,R,R,BAL,LAA,line_drive,1,0,2,3,338,109.3,22
CH,2026-08-09,"Abreu, Wilyer",sac_fly,hit_into_play,L,R,BOS,ATH,line_drive,0,0,1,5,338,102.8,20
SI,2026-08-07,"Martin, Austin",double,hit_into_play,R,L,MIL,MIN,line_drive,1,0,1,4,337,102.5,21
SI,2026-08-06,"Acuña Jr., Ronald",home_run,hit_into_play,R,L,ATL,MIA,fly_ball,0,0,2,8,337,97.3,38
SL,2026-08-02,"Trout, Mike",field_out,hit_into_play,R,R,LAA,MIL,fly_ball,1,1,2,6,336,96.5,24
SI,2026-08-09,"Harris II, Michael",field_out,hit_into_play,L,R,NYY,ATL,fly_ball,3,2,1,7,336,96.8,44
SL,2026-08-05,"Workman, Gage",double,hit_into_play,L,R,AZ,SD,line_drive,0,1,1,9,336,95.7,21
FF,2026-08-05,"Leonard, Eddys",double,hit_into_play,R,L,TEX,SF,line_drive,1,2,2,2,336,106.7,17
CH,2026-08-04,"Muncy, Max",field_out,hit_into_play,R,L,CIN,ATH,line_drive,0,2,1,7,336,108.8,15
FC,2026-08-09,"Merrill, Jackson",field_out,hit_into_play,L,R,SD,HOU,line_drive,0,0,2,7,336,103.5,22
SI,2026-08-02,"Adames, Willy",field_out,hit_into_play,R,L,SD,SF,fly_ball,3,2,1,2,335,103.9,43
SV,2026-08-05,"Yoshida, Masataka",field_out,hit_into_play,L,L,BOS,CWS,line_drive,1,1,1,6,335,98.4,21
SI,2026-08-02,"Caminero, Junior",field_out,hit_into_play,R,L,TB,CWS,line_drive,0,0,0,4,335,111.4,15
SL,2026-08-04,"Schanuel, Nolan",field_out,hit_into_play,L,L,BAL,LAA,line_drive,1,0,0,6,335,105.1,17
FF,2026-08-05,"Cavanaugh, Drew",double,hit_into_play,L,R,TEX,SF,line_drive,0,0,1,9,334,100.6,18
SI,2026-08-09,"Palacios, Richie",field_out,hit_into_play,L,R,SEA,TB,fly_ball,2,0,0,2,334,95,26
CH,2026-08-08,"Heim, Jonah",single,hit_into_play,R,L,BOS,ATH,line_drive,1,0,2,5,334,105.4,19
CH,2026-08-02,"Seager, Corey",field_out,hit_into_play,L,R,HOU,TEX,fly_ball,3,2,2,1,334,100.6,44
SI,2026-08-07,"Marsh, Brandon",field_out,hit_into_play,L,R,PHI,TOR,line_drive,3,2,0,4,334,102,20
CU,2026-08-05,"Church, Nathan",single,hit_into_play,L,R,NYY,STL,line_drive,1,2,1,6,334,103.9,19
SL,2026-08-08,"Yastrzemski, Mike",double,hit_into_play,L,R,NYY,ATL,line_drive,1,0,0,5,334,96.1,23
SI,2026-08-04,"Bohm, Alec",field_out,hit_into_play,R,R,PHI,WSH,fly_ball,0,0,2,5,334,97.6,32
FF,2026-08-04,"Bowen, Jase",field_out,hit_into_play,R,L,AZ,SD,fly_ball,0,0,1,3,333,108.2,22
FF,2026-08-07,"Contreras, William",field_out,hit_into_play,R,R,MIL,MIN,fly_ball,1,2,1,5,333,98.4,44
SL,2026-08-04,"Perez, Salvador",sac_fly,hit_into_play,R,R,KC,MIN,line_drive,2,0,1,1,333,98.7,19
ST,2026-08-02,"Marte, Ketel",field_out,hit_into_play,L,R,CLE,AZ,line_drive,0,0,0,5,332,95.8,18
SI,2026-08-09,"Jarvis, Jim",field_out,hit_into_play,L,R,NYY,ATL,line_drive,1,1,1,3,332,103.2,15
SL,2026-08-02,"Altuve, Jose",single,hit_into_play,R,R,HOU,TEX,line_drive,0,1,2,8,332,96.6,21
CH,2026-08-05,"Bogaerts, Xander",field_out,hit_into_play,R,L,AZ,SD,line_drive,1,1,1,2,331,99.4,18
SI,2026-08-08,"McCann, James",field_out,hit_into_play,R,R,AZ,LAD,line_drive,2,1,0,5,331,108.7,15
FF,2026-08-02,"Turang, Brice",field_out,hit_into_play,L,R,LAA,MIL,line_drive,2,2,2,5,331,101.4,19
CU,2026-08-08,"Pederson, Joc",field_out,hit_into_play,L,R,TEX,BAL,fly_ball,0,0,0,3,331,97.1,40
FC,2026-08-07,"Burger, Jake",field_out,hit_into_play,R,R,TEX,BAL,fly_ball,2,2,2,5,331,95,40
FF,2026-08-07,"Díaz, Yandy",field_out,hit_into_play,R,R,SEA,TB,line_drive,0,2,0,1,330,104.7,16
FF,2026-08-02,"Alfonzo, Eliezer",field_out,hit_into_play,R,L,LAD,BOS,line_drive,2,1,2,4,329,98.1,19
CU,2026-08-04,"Bichette, Bo",field_out,hit_into_play,R,L,CLE,NYM,fly_ball,0,0,2,4,329,97.4,33
FF,2026-08-02,"France, Ty",field_out,hit_into_play,R,R,SD,SF,fly_ball,2,0,1,7,329,96,40
FF,2026-08-08,"Lewis, Royce",double,hit_into_play,R,L,MIL,MIN,fly_ball,3,1,2,2,329,102.4,20
FS,2026-08-06,"Mitchell, Garrett",field_out,hit_into_play,L,R,MIL,PIT,fly_ball,1,1,0,8,329,95.4,24
FF,2026-08-05,"Durbin, Caleb",field_out,hit_into_play,R,R,BOS,CWS,line_drive,0,0,0,4,328,96.5,23
ST,2026-08-05,"Chourio, Jackson",field_out,hit_into_play,R,R,MIL,PIT,line_drive,0,1,2,5,328,102.6,17
FC,2026-08-06,"Sánchez, Jesús",field_out,hit_into_play,L,R,CHC,TOR,fly_ball,3,0,2,8,328,103.5,37
FC,2026-08-08,"Wetherholt, JJ",field_out,hit_into_play,L,L,STL,COL,line_drive,1,1,2,4,328,104.6,19
ST,2026-08-03,"Piper, Kenny",field_out,hit_into_play,R,R,COL,TB,fly_ball,1,1,1,3,327,101.4,47
FF,2026-08-06,"Giménez, Andrés",double,hit_into_play,L,R,CHC,TOR,line_drive,1,0,0,9,327,99.9,23
CH,2026-08-06,"Seigler, Anthony",sac_fly,hit_into_play,L,R,BOS,CWS,fly_ball,0,1,1,10,327,96.3,23
SL,2026-08-05,"Arraez, Luis",field_out,hit_into_play,L,R,PHI,WSH,line_drive,1,2,0,11,327,95.3,19
CH,2026-08-02,"Marte, Starling",field_out,hit_into_play,R,L,COL,KC,fly_ball,2,1,0,2,327,95.9,45
SI,2026-08-04,"Duran, Ezequiel",double,hit_into_play,R,L,TEX,SF,line_drive,0,0,0,8,327,101.7,18
SI,2026-08-03,"Devers, Rafael",field_out,hit_into_play,L,R,TEX,SF,fly_ball,0,0,2,1,327,98.6,46
SI,2026-08-04,"Betts, Mookie",field_out,hit_into_play,R,R,CHC,LAD,line_drive,1,2,2,4,327,97.1,20
FF,2026-08-05,"Polanco, Jorge",double,hit_into_play,L,R,CLE,NYM,line_drive,0,2,2,9,326,97.3,21
SI,2026-08-04,"Lowe, Josh",double,hit_into_play,L,R,BAL,LAA,line_drive,2,1,0,9,326,101.1,19
FF,2026-08-02,"Smith, Cam",field_out,hit_into_play,R,R,HOU,TEX,line_drive,1,0,2,8,326,97.6,17
FS,2026-08-07,"Witt Jr., Bobby",field_out,hit_into_play,R,R,KC,CHC,fly_ball,0,2,2,5,326,99.8,49
FF,2026-08-03,"Contreras, William",field_out,hit_into_play,R,R,MIL,PIT,line_drive,1,2,1,6,325,103.4,16
SL,2026-08-04,"Wilson, Jacob",double,hit_into_play,R,R,CIN,ATH,line_drive,3,2,2,5,325,97.4,20
SL,2026-08-08,"Semien, Marcus",field_out,hit_into_play,R,R,PIT,NYM,fly_ball,1,2,0,3,324,95,34
SI,2026-08-04,"Fermin, Freddy",double,hit_into_play,R,R,AZ,SD,line_drive,1,1,0,7,324,97.6,17
FC,2026-08-03,"Clement, Ernie",sac_fly,hit_into_play,R,R,HOU,TOR,line_drive,0,1,1,4,324,99.4,20
FF,2026-08-02,"Ewing, A.J.",field_out,hit_into_play,L,R,NYM,MIA,fly_ball,0,1,2,9,323,95.1,27
FF,2026-08-02,"Alvarez, Francisco",double,hit_into_play,R,R,NYM,MIA,line_drive,1,0,2,5,323,108.4,18
FF,2026-08-07,"Yoshida, Masataka",sac_fly,hit_into_play,L,R,BOS,ATH,line_drive,2,1,1,6,323,100.4,16
FF,2026-08-04,"Fermin, Freddy",field_out,hit_into_play,R,L,AZ,SD,line_drive,3,2,0,3,323,104.7,16
SL,2026-08-04,"Encarnacion-Strand, Christian",field_out,hit_into_play,R,R,BAL,LAA,line_drive,1,2,2,6,323,105.9,18
FF,2026-08-05,"Encarnacion-Strand, Christian",double,hit_into_play,R,L,BAL,LAA,line_drive,0,0,1,4,322,111,18
FC,2026-08-04,"Alonso, Pete",field_out,hit_into_play,R,L,BAL,LAA,line_drive,1,0,1,8,322,107.1,20
SI,2026-08-02,"Hamilton, David",field_out,hit_into_play,L,R,LAA,MIL,line_drive,0,1,1,5,321,98.4,18
SI,2026-08-08,"Butler, Lawrence",field_out,hit_into_play,L,L,BOS,ATH,line_drive,2,1,2,4,321,105.7,13
CH,2026-08-07,"Merrill, Jackson",triple,hit_into_play,L,R,SD,HOU,line_drive,3,1,1,4,321,100.5,20
FC,2026-08-09,"Gilbert, Drew",triple,hit_into_play,L,R,SF,DET,line_drive,0,0,2,2,321,108.7,14
FS,2026-08-05,"Turang, Brice",field_out,hit_into_play,L,R,MIL,PIT,line_drive,1,1,2,3,320,101.8,20
SI,2026-08-08,"Meckler, Wade",double,hit_into_play,L,R,MIA,LAA,line_drive,1,2,0,6,320,98.5,18
CH,2026-08-05,"Baty, Brett",field_out,hit_into_play,L,R,CLE,NYM,line_drive,1,1,0,7,320,101.7,19
FF,2026-08-09,"Perdomo, Geraldo",field_out,hit_into_play,L,R,AZ,LAD,fly_ball,1,1,2,6,319,95.5,45
FF,2026-08-06,"Semien, Marcus",sac_fly,hit_into_play,R,L,CLE,NYM,fly_ball,3,0,1,3,319,100.5,45
ST,2026-08-06,"Soderstrom, Tyler",field_out,hit_into_play,L,L,CIN,ATH,fly_ball,1,1,0,2,318,100.8,43
FF,2026-08-05,"Tatis Jr., Fernando",field_out,hit_into_play,R,L,AZ,SD,fly_ball,3,1,0,6,318,100.3,48
SL,2026-08-04,"Dubón, Mauricio",field_out,hit_into_play,R,L,ATL,MIA,fly_ball,2,0,0,7,318,95.8,42
FF,2026-08-05,"Alonso, Pete",field_out,hit_into_play,R,L,BAL,LAA,fly_ball,0,0,0,4,318,104.7,49
CH,2026-08-07,"Peña, Jeremy",field_out,hit_into_play,R,L,SD,HOU,line_drive,2,1,2,2,318,107.3,16
SL,2026-08-05,"Jeffers, Ryan",field_out,hit_into_play,R,L,KC,MIN,line_drive,1,1,0,6,317,106.3,17
FF,2026-08-02,"Schwarber, Kyle",sac_fly,hit_into_play,L,R,BAL,PHI,line_drive,1,1,1,6,317,105.5,16
FC,2026-08-05,"Aranda, Jonathan",field_out,hit_into_play,L,R,COL,TB,fly_ball,1,1,1,5,316,95.8,51
FF,2026-08-04,"Machado, Manny",double,hit_into_play,R,L,AZ,SD,fly_ball,3,0,1,1,316,104,18
CH,2026-08-07,"Jackson, Jeremiah",field_out,hit_into_play,R,L,TEX,BAL,fly_ball,0,1,2,8,316,96.5,45
SI,2026-08-05,"Locklear, Tyler",double,hit_into_play,R,R,AZ,SD,line_drive,0,1,1,4,315,104.5,20
SL,2026-08-04,"Turang, Brice",field_out,hit_into_play,L,R,MIL,PIT,fly_ball,0,1,1,4,315,96.1,37
FC,2026-08-08,"Lee, Brooks",field_out,hit_into_play,R,L,MIL,MIN,line_drive,2,0,0,2,315,97.4,21
CH,2026-08-08,"Herrera, Iván",field_out,hit_into_play,R,L,STL,COL,line_drive,0,1,1,3,314,96.8,18
FF,2026-08-09,"Witt Jr., Bobby",field_out,hit_into_play,R,L,KC,CHC,fly_ball,1,1,0,4,314,97.5,48
FF,2026-08-08,"Mitchell, Garrett",field_out,hit_into_play,L,R,MIL,MIN,line_drive,2,1,0,4,314,107.2,14
CH,2026-08-09,"Marsh, Brandon",field_out,hit_into_play,L,R,PHI,TOR,line_drive,3,1,1,4,314,100.1,20
FF,2026-08-02,"Muncy, Max",field_out,hit_into_play,L,L,LAD,BOS,fly_ball,1,1,1,4,314,100,46
SL,2026-08-03,"McCarthy, Jake",sac_fly,hit_into_play,L,R,COL,TB,line_drive,1,1,0,7,313,106.1,16
FC,2026-08-02,"De La Cruz, Bryan",sac_fly,hit_into_play,R,R,BAL,PHI,line_drive,0,0,0,6,313,97.9,18
SI,2026-08-04,"Contreras, Willson",single,hit_into_play,R,R,BOS,CWS,line_drive,0,0,2,6,313,114.9,15
SI,2026-08-02,"Soderstrom, Tyler",double,hit_into_play,L,R,ATH,DET,line_drive,1,2,2,3,313,105.8,17
FF,2026-08-02,"Grissom, Vaughn",field_out,hit_into_play,R,R,LAA,MIL,fly_ball,0,1,1,4,313,101,49
SL,2026-08-04,"Lara, Luis",field_out,hit_into_play,L,R,MIL,PIT,line_drive,3,2,0,4,312,97.5,21
SI,2026-08-09,"Sánchez, Gary",double,hit_into_play,R,L,MIL,MIN,line_drive,0,0,1,5,312,107.2,16
FF,2026-08-03,"Fermín, José",double,hit_into_play,R,R,NYY,STL,line_drive,0,2,0,2,312,98.4,18
FC,2026-08-02,"Loftin, Nick",field_out,hit_into_play,R,L,COL,KC,line_drive,2,0,2,8,311,98.9,20
SL,2026-08-02,"Monasterio, Andruw",field_out,hit_into_play,R,R,LAD,BOS,line_drive,3,2,1,9,311,102.1,17
SI,2026-08-04,"Perdomo, Geraldo",field_out,hit_into_play,L,R,AZ,SD,line_drive,3,2,2,6,311,100.3,20
CH,2026-08-03,"Alfonzo, Eliezer",field_out,hit_into_play,R,L,CHC,LAD,line_drive,1,1,0,7,311,96.5,21
SI,2026-08-09,"Alvarez, Yordan",field_out,hit_into_play,L,R,SD,HOU,fly_ball,2,1,2,3,311,96.4,45
FF,2026-08-02,"Adell, Jo",field_out,hit_into_play,R,R,LAA,MIL,line_drive,0,2,0,2,311,95.2,18
SI,2026-08-09,"Fermín, José",field_out,hit_into_play,R,R,STL,COL,line_drive,3,1,0,4,311,98.8,18
SI,2026-08-05,"Caratini, Victor",field_out,hit_into_play,R,L,KC,MIN,fly_ball,0,0,1,2,310,96.7,44
CU,2026-08-09,"Rafaela, Ceddanne",field_out,hit_into_play,R,L,BOS,ATH,line_drive,2,2,2,9,310,101.8,17
CH,2026-08-05,"Muncy, Max",field_out,hit_into_play,L,R,CHC,LAD,line_drive,1,1,0,6,310,107.1,19
FF,2026-08-09,"Machado, Manny",field_out,hit_into_play,R,R,SD,HOU,line_drive,2,2,0,5,310,108.1,14
SL,2026-08-08,"Trout, Mike",field_out,hit_into_play,R,R,MIA,LAA,fly_ball,1,2,0,6,310,98,45
ST,2026-08-09,"Bogaerts, Xander",field_out,hit_into_play,R,R,SD,HOU,fly_ball,0,2,1,2,310,97.9,46
FC,2026-08-04,"Peña, Jeremy",field_out,hit_into_play,R,R,HOU,TOR,line_drive,2,1,2,4,310,96.7,18
FF,2026-08-08,"Jones, Jahmai",double,hit_into_play,R,L,BOS,ATH,line_drive,3,1,1,9,309,106.3,17
FF,2026-08-02,"Caglianone, Jac",double,hit_into_play,L,L,COL,KC,line_drive,1,2,1,3,308,101.6,17
FC,2026-08-07,"Caratini, Victor",field_out,hit_into_play,R,L,MIL,MIN,line_drive,2,2,2,5,308,101.5,18
SI,2026-08-08,"Neto, Zach",field_out,hit_into_play,R,R,MIA,LAA,line_drive,3,2,0,4,308,95.7,23
ST,2026-08-06,"Harris II, Michael",double,hit_into_play,L,L,ATL,MIA,line_drive,1,0,0,6,308,95.6,19
FC,2026-08-04,"Alvarez, Yordan",field_out,hit_into_play,L,L,HOU,TOR,line_drive,0,1,2,8,307,100.8,16
SI,2026-08-02,"Riley, Austin",double,hit_into_play,R,R,ATL,WSH,line_drive,0,1,1,5,307,101,17
ST,2026-08-07,"Meckler, Wade",field_out,hit_into_play,L,R,MIA,LAA,line_drive,1,1,0,3,307,95.5,24
FF,2026-08-09,"Alonso, Pete",single,hit_into_play,R,R,TEX,BAL,line_drive,0,0,1,1,307,107.9,15
FF,2026-08-03,"Stott, Bryson",single,hit_into_play,L,L,PHI,WSH,line_drive,3,2,2,2,306,95.6,18
SL,2026-08-06,"Pratt, Cooper",double,hit_into_play,R,R,MIL,PIT,line_drive,1,2,2,5,306,98.9,17
CH,2026-08-09,"Narváez, Carlos",single,hit_into_play,R,L,TEX,BAL,line_drive,1,2,2,5,305,104.8,12
FF,2026-08-03,"Díaz, Yandy",sac_fly,hit_into_play,R,R,COL,TB,line_drive,1,0,0,2,304,101.7,16
SI,2026-08-08,"Beck, Jordan",field_out,hit_into_play,R,R,STL,COL,line_drive,1,0,1,8,304,110,15
SL,2026-08-05,"Langford, Wyatt",field_out,hit_into_play,R,R,TEX,SF,line_drive,1,1,0,7,304,95.5,19
SI,2026-08-05,"Straw, Myles",double,hit_into_play,R,R,HOU,TOR,line_drive,1,0,1,6,304,95.5,21
SL,2026-08-08,"Lukes, Nathan",field_out,hit_into_play,L,R,PHI,TOR,line_drive,0,0,2,7,304,98.3,15
CH,2026-08-03,"Carroll, Corbin",field_out,hit_into_play,L,R,AZ,SD,fly_ball,2,1,0,5,304,98.8,49
FC,2026-08-09,"Walker, Christian",field_out,hit_into_play,R,R,SD,HOU,line_drive,1,0,0,5,304,95.5,17
FF,2026-08-07,"Henderson, Gunnar",field_out,hit_into_play,L,R,TEX,BAL,line_drive,3,1,1,3,304,103.7,17
FF,2026-08-05,"Eldridge, Bryce",field_out,hit_into_play,L,L,TEX,SF,fly_ball,0,1,0,5,303,99.6,49
CU,2026-08-06,"Marsh, Brandon",double,hit_into_play,L,R,PHI,WSH,line_drive,2,1,2,3,303,104.9,21
SI,2026-08-02,"Eldridge, Bryce",single,hit_into_play,L,L,SD,SF,line_drive,0,0,0,4,303,99.4,16
CH,2026-08-02,"Nootbaar, Lars",double,hit_into_play,L,R,TOR,STL,line_drive,0,2,2,3,302,99,17
SL,2026-08-07,"Mesa Jr., Victor",double,hit_into_play,L,R,SEA,TB,fly_ball,1,1,0,5,301,95.1,25
CH,2026-08-06,"Tatis Jr., Fernando",field_out,hit_into_play,R,R,AZ,SD,line_drive,3,2,2,4,301,107.4,17
FF,2026-08-09,"Isbel, Kyle",field_out,hit_into_play,L,L,KC,CHC,line_drive,2,1,2,7,301,100.7,13
FF,2026-08-04,"Susac, Daniel",double,hit_into_play,R,L,TEX,SF,line_drive,0,0,0,2,300,98.7,17
FS,2026-08-07,"Mayo, Coby",field_out,hit_into_play,R,R,TEX,BAL,line_drive,0,2,1,5,300,102.4,15
FF,2026-08-03,"Mitchell, Garrett",field_out,hit_into_play,L,R,MIL,PIT,line_drive,3,1,1,5,299,103.2,15
SL,2026-08-07,"Turner, Trea",field_out,hit_into_play,R,R,PHI,TOR,line_drive,0,2,1,1,299,96.6,19
FF,2026-08-09,"Lopez, Nicky",triple,hit_into_play,L,R,TEX,BAL,line_drive,0,1,0,9,298,99.7,17
FF,2026-08-03,"Castro, Willi",triple,hit_into_play,R,L,COL,TB,line_drive,0,0,1,2,298,105.8,12
SI,2026-08-07,"Yoshida, Masataka",field_out,hit_into_play,L,L,BOS,ATH,line_drive,1,1,2,7,297,101.9,15
CH,2026-08-03,"Aranda, Jonathan",double,hit_into_play,L,R,COL,TB,line_drive,0,0,2,8,297,103.9,15
SI,2026-08-06,"Lewis, Royce",field_out,hit_into_play,R,R,KC,MIN,line_drive,3,2,2,6,297,108.2,12
SL,2026-08-07,"Varsho, Daulton",field_out,hit_into_play,L,L,SD,HOU,line_drive,0,1,2,1,296,104,13
